Country,Address,Name,State,Review Count,Stars
,818 Haddonfield Rd,Chipotle Mexican Grill,NJ,73,2.5
,819 W Carmel Dr,Mi Hacienda Mexican Restaurant,IN,156,4.5
,"825 Murfreesboro Pike, Ste A",Sabor Catracho & Mexican Restaurant ,TN,15,3.5
,827 E Montecito St,Rosales Mexican Restaurant,CA,227,4.5
,829 E Bloomingdale Ave,Chipotle Mexican Grill,FL,147,2
,831 Broadway,La Tentacion Pizza & Mexican Grill,NJ,97,4.5
,835 N Market St,Tequila Mexican Restaurant,IL,21,3.5
,850,Tequila Mexican Restaurant,IL,35,3.5
,856 Chester Pike,Los Machetes Authentic Mexican Restaurant,PA,55,4
,867 US 31 N,On The Border Mexican Grill & Cantina,IN,108,3.5
,"882 Route 73 N, Ste A",Chipotle Mexican Grill,NJ,22,2
,890 N Green St,QDOBA Mexican Eats,IN,20,1.5
,895 Bell Rd,Maria Bonita Authentic Mexican Restaurant,TN,25,3.5
,"900 Conference Dr, Ste 14",Plaza Mexican Bar & Grill,TN,76,3.5
,900 Rosa L Parks Blvd,El Burrito Mexicano,TN,34,4.5
,901 N US Hwy 67,Ruiz Mexican Restaurant & Cantina,MO,83,3.5
,901 Neshaminy Mall,On The Border Mexican Grill & Cantina,PA,180,3
,905 Arnold Commons Dr,QDOBA Mexican Eats,MO,30,2.5
,"905 E University Blvd, Ste 149",Chipotle Mexican Grill,AZ,72,3
,906 Eichelberger St,St Cecilia Mexican Fish Fry,MO,17,4
,"907 Indiana Ave, Ste A",QDOBA Mexican Eats,IN,68,2.5
,908 Conestoga Rd,Lili's Fresh Authentic Mexican,PA,21,4.5
,910 Haddonfield Berlin,Pancheros Mexican Grill,NJ,97,3.5
,914 Limekiln Pike,Las Fridas Mexican Kitchen,PA,22,5
,"916 Patricia Ave, Ste D",Con Sabor Mexican Restaurant,FL,22,4.5
,925 Geyer Ave,Chava's Mexican Restaurant,MO,431,4
,931 Richards Rd,7 Mares Mexican Restaurant,TN,16,3
,940 W Brandon Blvd,Tienda Mexicana El Mercadito,FL,6,4.5
,"950 Dekalb Pike, Ste 630",Chipotle Mexican Grill,PA,33,2
,951 Wolf St,Los Gallos Mexican Taqueria,PA,503,4.5
,"970 Dekalb Pike, Ste 270",El Sarape Mexican Restaurant,PA,244,3.5
,972 Main St,Cilantro Mexican Grill 5 Points,TN,37,3
,980 Broadway Ave,Cafe Rio Mexican Grill,ID,22,2.5
,989 N US Hwy 31,El Abuelo Mexican Restaurant ,IN,45,4
,1000 S Broad St,Chipotle Mexican Grill,PA,24,1.5
,1000 S Clearview Pkwy,Nacho Mama's Mexican Grill,LA,211,3
,1002 Broad Ripple Ave,Chipotle Mexican Grill,IN,73,2.5
,1007 Highway 76,El Ranchero Mexican Grill and Bar,TN,34,4
,1008 E Main St,El Toro Authentic Mexican Cantina,IN,55,3.5
,1010 Murfreesboro Rd,Cinco De Mayo Mexican Restaurant,TN,10,4
,1019 Gallatin Pike S,Don Julio Mexican Restaurant,TN,99,4.5
,1030 W St Marys Rd,St Mary's Mexican Food,AZ,207,4
,"1031 Riverside Dr, Ste C",Nacho's Mexican Restaurant - Franklin,TN,87,3.5
,"1042 Loughborough Ave, Unit H",QDOBA Mexican Eats,MO,19,2
,1054 Baltimore Pike,QDOBA Mexican Eats,PA,44,3.5
,1058 N Delsea Dr,Pancheros Mexican Grill,NJ,45,2.5
,1063 Virginia Ave,El Arado Mexican Grill,IN,162,3
,"1075 W Baltimore Pike, Ste L",Chipotle Mexican Grill,PA,27,2
,1082 Towncountry Crossing Dr,QDOBA Mexican Eats,MO,37,3
,1100 Collinsville Crossing Blvd,QDOBA Mexican Eats,IL,19,3
,"1100 W Montgomery Ave, Ste A",Chipotle Mexican Grill,PA,56,2
,"1100 West Montgomery Ave, Ste A",Chipotle Mexican Grill,PA,9,1.5
,1101 Horsham Rd,Los Sarapes Horsham Mexican Cuisine Margarita and Tequila Bar,PA,193,4
,1104 S 9th St,Prima Pizza Taqueria Mexicana,PA,126,4.5
,1105 N Bethlehem Pike,Pancheros Mexican Grill,PA,35,3.5
,"1107 W Chester Pike, Space B4, West Goshen Town Centre)",QDOBA Mexican Eats,PA,25,2.5
,1110 US-41,Buchos Mexican Bar & Grill,FL,9,4
,1112 W Lancaster Ave,QDOBA Mexican Eats,PA,44,4
,"1113 Murfreesboro Rd, Ste 316",Garcias Mexican Restaurant,TN,158,4
,1133 N State Rd 135,Luciana's Mexican Restaurant,IN,87,4
,1151 S Duchesne Dr,El Maguey Mexican Restaurant,MO,55,4
,"1200 Walnut St, Ste B",Chipotle Mexican Grill,PA,127,3
,1201 California Ave,DE LEON MEXICAN FOOD,NV,72,4.5
,1201 S Vista Ave,Chapala Mexican Restaurant,ID,74,3.5
,1202 S 22nd St,La Fiesta Mexican Store,FL,30,4.5
,1202 W Irvington Rd,Chipotle Mexican Grill,AZ,39,2.5
,"1208 S Clearview Pkwy, Ste A",Chipotle Mexican Grill,LA,128,3
,"1222 Central Park Dr, Ste 101",La Casa Mexicana O'fallon,IL,150,3.5
,1228 Cleveland St,Hacienda Corralejo Mexican Kitchen,FL,309,4.5
,1235 E Hillsborough Ave,Garibaldi Mexican Restaurant,FL,40,3.5
,1241 N Emerson Ave,Leon Mexican Cuisine,IN,73,3.5
,1250 Bethlehem Pike,San Antonio Mexican cousine,PA,54,4.5
,1250 Disc Dr,Los Compadres Mexican Restaurant,NV,226,3.5
,1251 Us-31 N,Cinco de Mayo Mexican Grill,IN,8,4
,1255 S Kirkwood Rd,Chipotle Mexican Grill,MO,124,2.5
,1256 W Montgomery Ave,El Guero  Mexican Food Truck,PA,7,5
,1268 W 86th St,Cancun Mexican Restaurant,IN,62,3.5
,1280 Coast Village Rd,Los Arroyos Mexican Restaurant & Take Out,CA,353,3.5
,1280 Jackson Felts Rd,Jardin Mexican Restaurant,TN,28,4
,1280 Main St,Carmelitas Mexican Grill & Cantina,FL,184,3
,"1280 Terminal Way, Ste 17",Albita's Mexican Restaurant,NV,127,4.5
,1285 N State Rd 135,Anaya's Mexican Restaurant,IN,54,3.5
,1300 Centerville Rd,El Maya Mexican Grill,DE,74,3.5
,1313 Woodland St,Cinco De Mayo Mexican Restaurant East Nashville,TN,26,4.5
,1315 Bass Pro Dr,QDOBA Mexican Eats,MO,47,2.5
,1319 N Mount Juliet Rd,Memo’s Mexican Kitchen,TN,91,3.5
,1340 W Main St,Pueblo Real Mexican Restaurant - Franklin,TN,267,4
,1400 Antioch Pike,Las Palmas Mexican Restaurante,TN,30,3
,1400 S Guilford Rd,Caliente Mexican Restaurant,IN,147,3.5
,1409 Main St,Juan's Mexican Grill,FL,86,3.5
,1415 S Virginia St,Miguel's Mexican Food,NV,500,4
,1417 Prospect St,Loco Mexican Restaurant & Cantina,IN,91,4.5
,1417 San Andres St,Su Casa Fresh Mexican Grill,CA,29,4.5
,1418 66th St N,Chipotle Mexican Grill,FL,65,2.5
,1424 Jeffco Blvd,El Paisano Mexican Restaurant,MO,39,2.5
,1434 S Carrollton Ave,Panchita's Mexican Criolla,LA,169,3.5
,1435 N Eagle Rd,El Gallo Giró Mexican Restaurant,ID,44,3.5
,1437 Old York Rd,Chipotle Mexican Grill,PA,64,2
,1459 S Vinnell Way,Chapala Mexican Restaurant,ID,53,3.5
,1490 E 4th St,Senor Tequila's Mexican Kitchen & Cantina,NV,80,3.5
,1492 S Entertainment Ave,The Tortilla Factory Mexican Grill,ID,109,4
,1500 N Illinois St,Cholulas Mexican Restaurant,IL,62,4.5
,1500 S Hanley Rd,Chipotle Mexican Grill,MO,61,2.5
,1507 Parkway Ave,Mexican Mariachi Grill,NJ,171,4
,1508 Robinson Rd,5 Agaves Mexican Restaurant Bar & Grill,TN,57,4.5
,1512 Walnut St,Chipotle Mexican Grill,PA,115,3.5
,1528 Walnut St,QDOBA Mexican Eats,PA,93,3
,1553 S Virginia St,Si Amigos Mexican Restaurant,NV,218,4
,"1560 E 86th St, Ste C",Chipotle Mexican Grill,IN,65,3
,"1560 E Lincoln Way, Ste 120",Chipotle Mexican Grill,NV,116,3
,"1600 N Broad St, Ste 12",QDOBA Mexican Eats,PA,40,3
,1600 Nixon Dr,Chipotle Mexican Grill,NJ,16,1.5
,1616 E 22nd St,Nicos Mexican Food,AZ,21,4
,1620 Baltimore Pike,Agave Mexican Cuisine,PA,127,4
,"1625 Chestnut St, Ste F6",Chipotle Mexican Grill,PA,24,3.5
,1625 E Sahuarita Rd,El Checo Mexican Food,AZ,25,5
,1630 Kings Hwy,QDOBA Mexican Eats,NJ,62,3.5
,1640 Bruce B Downs Blvd,Señor Tequila Mexican Grill-  Wesley Chapel,FL,42,3
,1650 Nashville Pike,Dosbros Fresh Mexican Grill,TN,22,4
,1650 Sumneytown Pike,Margaritas Mexican Restaurant,PA,351,3
,"1655 Robb Dr, Ste 1",Casa Grande Mexican Restaurant & Cantina,NV,499,4
,1664 N Virginia St,Del Lobo Mexican Grille,NV,5,2.5
,1666 S Entertainment Ave,Costa Vida Fresh Mexican Grill,ID,8,4
,1673 Limekiln Pike,Chipotle Mexican Grill,PA,31,2.5
,1700 Philadelphia Pike,El Tapatio Mexican Restaurant,DE,161,3
,1701 John F Kennedy Blvd,Mexican Post Express,PA,50,3
,1706 Kirby St,El Molcajete Mexican Restaurant,TN,54,3.5
,"1709 Galleria Blvd, Ste 1013",Garcia's Mexican Restaurant - Cool Springs,TN,117,3.5
,1709 Markley St Norristown,La Chilanguita Mexican Cuisine,PA,12,4.5
,1720 W Gilpin Dr,Jalisco Mexican Grocery Store,DE,12,4.5
,1736 N 13th St,Mexican Grill Stand,PA,8,4.5
,"1750 E Fort Lowell, Ste 164",Rosa's Mexican Food Restaurant,AZ,342,3.5
,"1751 Wilmington Pike, Ste C-3",Chipotle Mexican Grill,PA,48,1.5
,1800 16th St N,El Tenampa Mexican Restaurant,FL,26,3.5
,"1800 Galleria Blvd, Ste 3010",Dosbros Fresh Mexican Grill,TN,13,3.5
,1806 Gallatin Pike N,Chipotle Mexican Grill,TN,19,1
,1824 N Westshore Blvd,Lolis Mexican Cravings,FL,6,4.5
,1850 Broad Ripple Ave,Lucianas Mexican Restaurant,IN,295,4
,1903 E Speedway Blvd,Chipotle Mexican Grill,AZ,9,1
,1905 Hayes St,Las Palmas Mexican Restaurant,TN,158,3.5
,1907 Eastland Ave,Rosepepper Mexican Grill,TN,777,3
,1978 Vandalia St,Carisilo's Mexican Restaurant,IL,65,4
,1991 Sproul Rd,QDOBA Mexican Eats,PA,22,3.5
,"2000 Clements Bridge Rd, Ste 119A",Chipotle Mexican Grill,NJ,100,2
,"2000 Pennsylvania Ave, Ste 105",Santa Fe Mexican Grill - Wilmington,DE,33,4
,"2001 Maplewood Commons Dr, Ste 5",QDOBA Mexican Eats,MO,45,2.5
,"2001 W Washington St, Ste A1",Mama Ines Mexican Bakery,IN,34,4
,2011 N Dale Mabry Hwy,Chipotle Mexican Grill,FL,82,2
,"2019 W End Ave, Bldg A",QDOBA Mexican Eats,TN,91,2.5
,2032 Rosa L Parks Blvd,Chipotle Mexican Grill,TN,48,1.5
,2080 Mill St,Chavelita's Cocina Mexicana,NV,120,4.5
,2080 W Orange Grove Rd,Ole' Mexican Grill,AZ,161,3.5
,2084 E Allegheny Ave,Rico Mexican Tacos,PA,9,5
,"2100 Troy Rd, Ste 5",QDOBA Mexican Eats,IL,34,2
,2100 W Grant Rd,Los Betos Mexican Food,AZ,26,3
,"2126 N Eagle Rd, Ste 100",Chipotle Mexican Grill,ID,116,2
,2150 S Eagle Rd,Dos Amores Mexican Cuisine,PA,12,4.5
,2181 Pyramid Way,Rivas Mexican Grill,NV,63,3.5
,2200 Troy Rd,Chipotle Mexican Grill,IL,10,2
,2205 N Delaware St,Loco Mexican Restaurant & Cantina,IN,178,4
,2209 Bristol Pike,El Paso Mexican Restaurant,PA,29,4
,2209 Concord Pike,Chipotle Mexican Grill,DE,15,2
,"2223 NW Shore Blvd, Ste FC 204",Chipotle Mexican Grill,FL,32,2
,2256 Murfreesboro Pike,La Villa Mexican Grill & Seafood,TN,79,3
,2265 1st Capitol Dr,El Caporal Mexican Grocery,MO,8,5
,2293 E 116th St,Loren & Mari Mexican Grill,IN,173,4
,2300 Belle Chasse,La Providencia Mexican Restaurant,LA,76,4
,2307 Street Rd,Chipotle Mexican Grill,PA,30,1.5
,2321 West Esplanade Ave,El Paso Mexican Grill,LA,49,3.5
,"2327 Cottman Ave, Ste 61",Chipotle Mexican Grill,PA,82,2
,2330 8th Ave S,Cilantro Mexican Grill,TN,162,3
,2341 S 4th St,La Canasta Mexican Food,PA,23,5
,"2354 Hwy 41 S, Ste D",Jose's Mexican Restaurant,TN,27,4
,2370 E Lincoln Hwy,Chipotle Mexican Grill,PA,7,1.5
,2391 N Hwy 67,Chipotle Mexican Grill,MO,29,2.5
,2400 N Pantano Rd,Jason's Mexican Food,AZ,90,3.5
,"2401 W Cheltenham Ave, Ste 220",Chipotle Mexican Grill,PA,48,1.5
,2419 Edge O Lake Dr,Las Fajitas Mexican Restaurant,TN,29,3
,2424 Lincoln Hwy,Chipotle Mexican Grill,PA,34,1.5
,2435 Grand Blvd,Taco Movil Mexican Food Truck,FL,9,4
,2451 N McMullen Booth Rd,Poblanos Mexican Grill & Bar,FL,189,3
,"2473 Wingfield Hills Rd, Ste 100",Fiesta Mexicana,NV,114,4
,2519 Albany St,El Morral Mexican Restaurant,IN,23,4.5
,2537 Countryside Blvd,Chipotle Mexican Grill,FL,60,2.5
,2576 E Fowler Ave,Chipotle Mexican Grill,FL,161,2.5
,2600 Federal St,San Lucas Mexican Restaurant,NJ,38,3.5
,2613 Thonotosassa Rd,Mi Casa Mexican Restaurant,FL,137,3.5
,2615 Elm Hill Pike,La Parrilla Fresh Mexican Bar & Grill,TN,100,3.5
,2617 Franklin Pike,Las Palmas Mexican Restaurant,TN,70,3
,2618 W Moreland Rd,Chipotle Mexican Grill,PA,93,3
,2635 Lakevilla Dr,Tony’s Mexican Restaurant,TN,49,4.5
,2654 S Sixth St,San Miguelito Mexican Cuisine,PA,62,4.5
,2662 Gulf To Bay Blvd,Chipotle Mexican Grill,FL,102,2.5
,"2663 E Main St, Ste 400",QDOBA Mexican Eats,IN,34,2.5
,"2676 Bayshore Blvd, Ste H",Happy Cactus Mexican Cocina,FL,88,4.5
,2708 E Fort Lowell Rd,Maria Bonita Mexican Kitchen,AZ,19,4
,2714 De La Vina St,Daniel's Bakery and Mexican Food,CA,23,3.5
,2750 W Valencia Rd,Taco Giro Mexican Grill - W Valencia,AZ,103,3.5
,2766 Belle Chasse Hwy,Los Compadres Mexican Grill,LA,44,3.5
,2801 22nd Ave N,Chile Verde Authentic Mexican Food,FL,289,4
,"2801 Magazine St, Ste 2",Chipotle Mexican Grill,LA,36,2.5
,2807 Philmont Ave,Provecho Mexican Grill,PA,111,4
,2808 E Bearss Ave,Don Julio's Authentic Mexican Cuisine,FL,203,4
,2825 W End Ave,Chipotle Mexican Grill,TN,131,2.5
,2840 W Ina Rd,Villa Mexican Food,AZ,96,3.5
,2851 Ridge Pike,El Volcan cocina mexicana,PA,25,5
,2891 S Rt 73,Benitos Pizza & Mexican Cuisine,NJ,52,3.5
,2900 Clear Acre Ln,Aldertos Fresh Mexican Food,NV,238,3.5
,2901 N Oracle Rd,Mexican Garden Pottery,AZ,8,4.5
,2905 US 40,Maria's Mexican Restaurant,NV,97,4
,2910 E Speedway Blvd,Los Betos Mexican Food,AZ,30,2.5
,2922 N Center St,Mariachi's Mexican Restaurant & Cantina,IL,58,3.5
,2940 S Eagle Rd,Chipotle Mexican Grill,PA,28,2
,"2955 N Mccarran Blvd, Ste 101",Costa Vida Fresh Mexican Grill,NV,132,3.5
,2975 El Rancho Dr,Fiesta Mexicana,NV,142,4
,3017 Highway 31 W,De La Paz Mexican Restaurante,TN,51,4.5
,3035 W Kennedy Blvd,Miguel's Mexican Seafood & Grill,FL,907,4
,3051 S Kinney Rd,Los Nopales Mexican Restaurant,AZ,120,4.5
,"3055 N Campbell Ave, Ste 183",Chipotle Mexican Grill,AZ,72,2.5
,"3068 E Overland Rd, Ste 100",QDOBA Mexican Eats,ID,33,2.5
,3100 Naamans Rd,Mexican Post,DE,131,3.5
,"3100 S Grand Blvd, Ste F",QDOBA Mexican Eats,MO,32,2.5
,3102 Fern St,Loya's Mexican Restaurant,LA,17,4.5
,3112 Dickerson Pike,Reyes Mexican Grill & Mariscos,TN,8,4
,3120 E Hillsborough Ave,Hector's Mexican Food,FL,17,4
,3143 S Grand Blvd,Padrinos Mexican Restaurant,MO,18,5
,3180 Grant Ave,Don Panchito Mexican Grill,PA,82,4
,"3210 E Chinden Blvd, Ste 100",Fiesta Guadalajara A Family Mexican Restaurant,ID,39,3
,"3210 Green Mount Crossing Dr, Unit 10",QDOBA Mexican Eats,IL,73,2.5
,"3223 E Louise Dr, Ste 108",Mi Casa Mexican Restaurant,ID,234,4
,3225 Gallatin Pike,El Jaliciense Mexican Restaurant,TN,203,4
,"3230 Fashion Center Blvd, Ste 228",QDOBA Mexican Eats,DE,26,2.5
,3242 Magazine St,El Paso Mexican Grill,LA,32,4
,3247 W Columbus Dr,Chiles Mexican Restaurant,FL,54,4.5
,"3286 Word Way, Ste G1",Chipotle Mexican Grill,FL,45,2
,3315 Watson Rd,El Paisano Mexican Restaurant,MO,135,3.5
,"3319 N Eagle Rd, Ste 100",QDOBA Mexican Eats,ID,26,3
,3320 Old Capitol Trl,El Maguey Mexican Cuisine & Bar,DE,6,1.5
,"3324 W Gandy Blvd, Ste 2",Lolis Mexican Cravings,FL,110,4.5
,3340 W 86th St,Chipotle Mexican Grill,IN,60,3.5
,3344 N Oracle Rd,Riliberto's Fresh Mexican Food,AZ,6,2.5
,3350 N High School Rd,Tajin Mexican Grill,IN,8,3.5
,3360 W Morris St,El Corcel Mexican Restaurant,IN,35,4
,"3361 Fehling Rd, Ste 4",Don Chencho Mexican Restaurant,IL,22,3.5
,3380 S McCarran Blvd,Los Chilaquiles Mexican Breakfast,NV,32,5
,"3400 Lancaster Ave, Ste 10",Chipotle Mexican Grill,PA,23,2
,3410 S Kings Ave,Mis Antojitos Mexicanos,FL,24,4
,3418 Tom Austin Hwy,El Alteno Mexican Restaurant,TN,12,3
,3447 W Chinden Blvd,Barrigas Mexican Restaurant,ID,46,4.5
,3501 Brownsville Rd,Peppe's Mexican Grill,PA,173,4.5
,"3503 B St, Ste 4B",4 Seasons Grill Mexican Restaurant,PA,12,4
,"3528 W 86th St, Ste 131",QDOBA Mexican Eats,IN,32,3.5
,3533 Mckelvey Rd,Chipotle Mexican Grill,MO,50,3
,3540 4th St N,Chipotle Mexican Grill,FL,31,2.5
,3547 Hampton Rd,Chipotle Mexican Grill,MO,27,1.5
,3559 Silverside Rd,El Camino Mexican Kitchen,DE,105,3.5
,3580 Horizon Blvd,Chipotle Mexican Grill,PA,131,2.5
,3600 Veterans Memorial Blvd,Chipotle Mexican Grill,LA,88,2.5
,3613 State St,Rudy's Mexican Restaurant,CA,130,3
,3624 Bayard Dr,Aureas Mexican Restaurant,DE,72,4
,3642 W Gandy Blvd,Casa Mexicana Bar & Grill,FL,96,4
,3670 Bell Rd,La Hacienda Mexican Restaurant,TN,109,2.5
,3675 SR-580 E,Julis Mexican Restaurant,FL,13,5
,3696 W Gandy Blvd,Chipotle Mexican Grill,FL,100,2
,3700 Kirkwood Hwy,Chipotle Mexican Grill,DE,36,2
,3700 Park Blvd N,Chipotle Mexican Grill,FL,88,3
,3704 Garrett Rd,El Buen sazón Restaurante guatemalan and Mexican grill,PA,46,4.5
,3716 E 82nd St,Luciana's Mexican Restaurant and Cantina,IN,216,3.5
,3741 W Chester Pike,Chipotle Mexican Grill,PA,13,3
,3760 S Palo Verde Rd,Los Betos Mexican Food,AZ,20,3
,3800 W Starr Pass Blvd,Tucson 23 Mexican Food Festival,AZ,6,3
,3801 W Gandy Blvd,QDOBA Mexican Eats,FL,44,3
,3822 Georgetown Rd,Mama Ines Mexican Bakery,IN,48,4.5
,"3851 State St, Ste A",Chipotle Mexican Grill,CA,97,2
,"3860 Tampa Rd, Ste F",Juans Mexican Grill,FL,23,4.5
,"3900 Hillsboro Pike, Ste 28",Chipotle Mexican Grill,TN,82,2.5
,3910 E 29th St,Nicos Mexican Food,AZ,15,2.5
,"3925 Walnut St, Ste 128",Chipotle Mexican Grill,PA,146,2.5
,3935 Gallatin Pike,Fiesta Mexicana,TN,17,3
,3970 Tampa Rd,Zapata's Mexican Bar & Grill,FL,94,3.5
,3984 N Oracle Rd,Nico's Mexican Food,AZ,35,3
,"3987 State St, Ste D",La Salsa Fresh Mexican Grill,CA,26,4
,4000 W Skippack Pike,El Vago Mexican Restaurant ,PA,10,4
,"4001 Hughes Crossing, Ste 111",Tito's Mexican Restaurant - Berry Farms,TN,207,3.5
,4011 E Grant Rd,Filiberto's Mexican Food,AZ,59,3
,4016 Ulmerton Rd,Cuban Mexican Restaurant,FL,43,3.5
,4030 City Ave,Chipotle Mexican Grill,PA,186,2.5
,4049 Lindell Blvd,QDOBA Mexican Eats,MO,37,2.5
,"4100 George J Bean Pkwy, Space T-3-1737, Space T-3-1737",QDOBA Mexican Eats,FL,17,3
,4101 S Grand Blvd,Palacios Mexican Restaurant,MO,21,4.5
,4101 S Macdill Av,Guac n’ Cheese Mexican Grill,FL,52,4
,4109 State Rd 574,El Rincon Mexicano,FL,14,3.5
,4160 Church Rd,On The Border Mexican Grill & Cantina,NJ,168,3
,"4200 S East St, Ste 11",EL Azabache Mexican Restaurant,IN,87,4
,"4200 S East St, Unit 42",QDOBA Mexican Eats,IN,34,3.5
,"4201 Neshaminy Blvd, Ste 128",La Hacienda Mexican Restaurant,PA,201,4
,"4215 N Armenia Ave, Ste A",El Noa Noa Mexican Store,FL,6,4
,4311 W Main St,Mi Casa Mexican Restaurant,IL,42,4
,4325 Dearborn Cir,Pancheros Mexican Grill,NJ,75,3
,4327 66th St N,El Maguey Mexican Restaurant,FL,91,4
,"4340 N Campbell Ave, Ste 101",Reforma Modern Mexican Mezcal + Tequila,AZ,478,3.5
,4352 E Speedway Blvd,Riliberto's Fresh Mexican Food,AZ,87,2.5
,"4385 Neil Rd, Ste 109",La Fonda Mexican Restaurant & Bar,NV,131,4
,4401 Carpinteria Ave,Delgado's Mexican Foods,CA,236,3.5
,4414 N Nebraska Ave,Rene’s Mexican Kitchen,FL,49,5
,4437 Linx Paw Trl,La Villa Mexican Grill,FL,199,4
,"4443 Spruce St, Fl 1st",Don Barriga Mexican Grill,PA,109,4.5
,"4445 E Bay Dr, Ste 304",El Milagro Mexican Store,FL,10,4.5
,4455 W Washington St,Ole Mexican Grill,IN,5,5
,4505 Park Blvd N,La Gloria Mexican Restaurant,FL,21,4
,4534 Gravois Ave,Casa Tequila Inc. Mexican Restaurant,MO,5,4
,4573 S 12th Ave,Rollies Mexican Patio,AZ,371,4.5
,4581 S 12th Ave,Delicias Mexican Grill,AZ,22,4.5
,4601 S Kingshighway Blvd,Lily's Mexican Restaurant,MO,116,4
,4617 Ogletown Stanton Rd,Morelia Mexican Restaurant & Bar,DE,69,3.5
,4620 W Overland Rd,Andrade's Restaurante Mexicano,ID,228,4
,4625 E 96th St,Chipotle Mexican Grill,IN,43,4
,4625 Gravois Ave,Mariachis II Mexican Restaurant,MO,183,4.5
,4645 S Emerson Ave,Chipotle Mexican Grill,IN,8,2.5
,4653 Rising Sun Ave,Los Potrillos Mexican Restaurant,PA,14,4
,4660 N Illinois St,Zapata's Mexican Restaurant,IL,46,3
,4700 Lebanon Pike,Los Amigos Mexican Restaurant,TN,41,4
,4774 E Grant Rd,Chipotle Mexican Grill,AZ,76,3
,4796 Caughlin Pkwy,Casa Grande Mexican Restaurant & Cantina,NV,107,4
,4863 W Washington St,Tios Mexican Restaurant,IN,13,4.5
,4901 E Broadway Blvd,"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",AZ,628,3.5
,,Guadalajara Mexican Grill,AZ,54,3.5
,4902 S East St,El Jalapeno Mexican Restaurant,IN,73,4
,4944 Thoroughbred Ln,Cinco De Mayo Mexican restaurant - Brentwood,TN,124,3.5
,4965 S Virginia St,Costa Vida Fresh Mexican Grill,NV,199,3.5
,5000B Old Hickory Blvd,Chipotle Mexican Grill,TN,11,2.5
,5001 E Fowler Ave,QDOBA Mexican Eats,FL,51,3.5
,5004 N Armenia Ave,Restaurante Mexicano La Cascada,FL,24,3.5
,5012 Cambridge Way,La Presa Mexican Bar and Grill,IN,56,4
,"5025 E 82nd St, Ste D",QDOBA Mexican Eats,IN,42,2.5
,5101 Lapalco Blvd,EL PASO Mexican Grill,LA,30,3
,5104 Old Hickory Blvd,Las Palmas Mexican Restaurant,TN,100,3
,"5114 E Fowler Ave, Ste 101",Chipotle Mexican Grill,FL,10,2
,"5140 Kietzke Ln, Ste A",Baja Fresh Mexican Grill,NV,92,3.5
,"5144 Mae Anne Ave, Ste A",Chipotle Mexican Grill,NV,80,2.5
,5207 Nolensville Pike,Los Cantaritos Mexican Grill,TN,28,3.5
,5211 Park St N,Carmelita's Mexican Restaurant,FL,174,3.5
,"5225 Old Hickory Blvd, Ste 201",QDOBA Mexican Eats,TN,45,3
,5270 Longley Ln,La Posada Real Fine Mexican Food,NV,202,3.5
,5272 Sparks Blvd,Las Trojes Mexican Restaurant,NV,106,3
,5320 E 82nd St,Chipotle Mexican Grill,IN,39,2.5
,5332 Cane Ridge Rd,La Costa Mexican Seafood,TN,18,3
,5335 Village Market,Los Vallarta Mexican Restaurant,FL,148,3
,5341 West 10th St,Coco Bongo Mariscos & Mexican Restaurant ,IN,11,3.5
,5360 E Bay Dr,Chipotle Mexican Grill,FL,25,2.5
,5404 S 12th Ave,Perfecto's Mexican,AZ,67,4
,5423 S Palo Verde,Dona Alicia Mexican Food,AZ,14,4.5
,5425 S Grand Blvd,Chimichangas Mexican Restaurant,MO,211,3.5
,5432 Clarksville Hwy,Habanero's Mexican Restaurant,TN,24,4.5
,5450 E Fall Creek Parkway North Dr,La Cantina Mexican Restaurant,IN,59,4
,"5496 Baumgartner Rd, Ste 119",Tequila Mexican Restaurant,MO,97,3.5
,5510 Lafayette Rd,Puerto Vallarta Mexican Restaurant & Cantina,IN,106,3.5
,5537 Sheldon Rd,La Hacienda Mexicana,FL,98,4
,5553 E Grant Rd,Amelia's Mexican Kitchen,AZ,8,4.5
,5560 Nolensville Pike,Fogatas Authentic Mexican Food,TN,154,4
,"5609 Concord Pike, Unit 7a",QDOBA Mexican Eats,DE,18,3
,"5630 W 86th St, Ste 144",QDOBA Mexican Eats,IN,21,3.5
,5660 E Broadway Blvd,Nico's Mexican Food,AZ,77,4
,5660 Missouri Pp,La Casona Mexican Restaurant,MO,51,4.5
,"5698 Hollister Ave, Ste A",La Guerrerita Mexican Food,CA,128,4
,5705 State Rd 674,Ana's Mexican Restaurant,FL,8,4
,5754 E 22nd St,Tequila's Mexican & Seafood,AZ,134,3.5
,5763 E 86th St,Bugambilias Mexican Cuisine,IN,147,5
,5764 Calle Real,Los Arroyos Mexican Restaurant & Take Out,CA,85,3.5
,5770 Old Hickory Blvd,Cinco De Mayo Mexican restaurant - Hermitage,TN,101,3.5
,5821 Charlotte Pike,Las Palmas Mexican Restaurant,TN,68,3
,5838 54th Ave N,Limon Loco Fresh Mexican Grill,FL,12,1.5
,"5870 E Broadway Blvd, Ste 3002",Chipotle Mexican Grill,AZ,89,3
,5880 Belleville Crossing St,QDOBA Mexican Eats,IL,14,3
,5910 W 86th St,Luciana's Mexican Restaurant & Cantina,IN,40,4.5
,5912 Hampton Ave,Dos Reyes Mexican Restaurant,MO,194,4.5
